Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-ER-A19D-06A-11D-A191-01	1	104343987	120522601	9640	0.887
TCGA-ER-A19D-06A-11D-A191-01	1	120523902	192416200	26081	0.4532
TCGA-ER-A19D-06A-11D-A191-01	1	192418808	192420628	5	2.1538
TCGA-ER-A19D-06A-11D-A191-01	1	192420897	211920560	12311	0.4611
TCGA-ER-A19D-06A-11D-A191-01	1	211923435	211923450	2	-0.9366
TCGA-ER-A19D-06A-11D-A191-01	1	211925594	236899042	16065	0.4647
TCGA-ER-A19D-06A-11D-A191-01	1	236900018	236900537	7	1.1538
TCGA-ER-A19D-06A-11D-A191-01	1	236901818	247813706	6862	0.4625
TCGA-ER-A19D-06A-11D-A191-01	2	484222	222026738	118943	0.1192
TCGA-ER-A19D-06A-11D-A191-01	2	222026796	222026810	2	-1.205
TCGA-ER-A19D-06A-11D-A191-01	2	222027144	242476062	12290	0.1515
TCGA-ER-A19D-06A-11D-A191-01	3	2212571	135949357	74897	0.0642
TCGA-ER-A19D-06A-11D-A191-01	3	135952112	136444368	156	-0.1706
TCGA-ER-A19D-06A-11D-A191-01	3	136445959	148162709	5776	0.0657
TCGA-ER-A19D-06A-11D-A191-01	3	148164986	148180140	5	-0.6523
TCGA-ER-A19D-06A-11D-A191-01	3	148184609	172584312	12860	0.0641
TCGA-ER-A19D-06A-11D-A191-01	3	172587874	172593609	5	-1.151
TCGA-ER-A19D-06A-11D-A191-01	3	172594666	197538677	12636	0.0666
TCGA-ER-A19D-06A-11D-A191-01	4	1053934	188763651	102637	-0.4056
TCGA-ER-A19D-06A-11D-A191-01	5	914233	180360469	100468	0.0636
TCGA-ER-A19D-06A-11D-A191-01	6	1014281	24946671	16842	0.4077
TCGA-ER-A19D-06A-11D-A191-01	6	24947772	24947805	2	1.5225
TCGA-ER-A19D-06A-11D-A191-01	6	24951199	48450313	11768	0.385
TCGA-ER-A19D-06A-11D-A191-01	6	48457053	48459551	4	-0.7216
TCGA-ER-A19D-06A-11D-A191-01	6	48459599	50892728	1272	0.4015
TCGA-ER-A19D-06A-11D-A191-01	6	50893251	50893291	2	1.5047
TCGA-ER-A19D-06A-11D-A191-01	6	50899273	55141241	2844	0.4097
TCGA-ER-A19D-06A-11D-A191-01	6	55142337	55237723	58	0.8632
TCGA-ER-A19D-06A-11D-A191-01	6	55238091	113045762	29501	0.4073
TCGA-ER-A19D-06A-11D-A191-01	6	113048603	120614038	3980	-0.3997
TCGA-ER-A19D-06A-11D-A191-01	6	120622433	120874647	178	0.874
TCGA-ER-A19D-06A-11D-A191-01	6	120875283	122645793	925	0.4047
TCGA-ER-A19D-06A-11D-A191-01	6	122648817	122939253	164	-0.3884
TCGA-ER-A19D-06A-11D-A191-01	6	122949823	123357039	258	0.4543
TCGA-ER-A19D-06A-11D-A191-01	6	123360146	129692707	3713	-0.4133
TCGA-ER-A19D-06A-11D-A191-01	6	129699468	129699817	2	-2.8013
TCGA-ER-A19D-06A-11D-A191-01	6	129700998	136254197	4472	-0.4123
TCGA-ER-A19D-06A-11D-A191-01	6	136257561	136568916	240	-0.8682
TCGA-ER-A19D-06A-11D-A191-01	6	136573456	170903919	20202	-0.4581
TCGA-ER-A19D-06A-11D-A191-01	7	705284	158385118	81291	0.0615
TCGA-ER-A19D-06A-11D-A191-01	8	617667	61695806	32756	0.059
TCGA-ER-A19D-06A-11D-A191-01	8	61696231	61811764	89	-0.1816
TCGA-ER-A19D-06A-11D-A191-01	8	61812553	104690593	24354	0.0621
TCGA-ER-A19D-06A-11D-A191-01	8	104690926	104690940	2	-1.9834
TCGA-ER-A19D-06A-11D-A191-01	8	104693685	104845420	76	0.0823
TCGA-ER-A19D-06A-11D-A191-01	8	104846209	104849193	2	-1.2389
TCGA-ER-A19D-06A-11D-A191-01	8	104850478	145232496	24224	0.0632
TCGA-ER-A19D-06A-11D-A191-01	9	789932	11003058	6051	-0.4268
TCGA-ER-A19D-06A-11D-A191-01	9	11003454	11040180	31	-0.7926
TCGA-ER-A19D-06A-11D-A191-01	9	11040544	33313077	14012	-0.4011
TCGA-ER-A19D-06A-11D-A191-01	9	33315922	33315972	2	-2.1981
TCGA-ER-A19D-06A-11D-A191-01	9	33316106	82938321	11551	-0.4142
TCGA-ER-A19D-06A-11D-A191-01	9	82938462	82961703	12	-1.0686
TCGA-ER-A19D-06A-11D-A191-01	9	82963611	103300396	13124	-0.4071
TCGA-ER-A19D-06A-11D-A191-01	9	103300640	140938752	23189	0.3955
TCGA-ER-A19D-06A-11D-A191-01	10	415240	1408581	303	-0.4145
TCGA-ER-A19D-06A-11D-A191-01	10	1409973	1414085	2	-1.739
TCGA-ER-A19D-06A-11D-A191-01	10	1414544	15643515	10734	-0.4317
TCGA-ER-A19D-06A-11D-A191-01	10	15646225	15647184	3	-2.1234
TCGA-ER-A19D-06A-11D-A191-01	10	15648648	50071515	17745	-0.4103
TCGA-ER-A19D-06A-11D-A191-01	10	50072701	50086242	12	-1.3867
TCGA-ER-A19D-06A-11D-A191-01	10	50086709	135225087	51962	-0.4016
TCGA-ER-A19D-06A-11D-A191-01	11	456120	134142530	77186	-0.3217
TCGA-ER-A19D-06A-11D-A191-01	12	889902	77256681	41343	0.0983
TCGA-ER-A19D-06A-11D-A191-01	12	77260659	77335215	47	-1.4041
TCGA-ER-A19D-06A-11D-A191-01	12	77338764	133161346	32528	0.0996
TCGA-ER-A19D-06A-11D-A191-01	13	19450806	26078159	3293	0.1671
TCGA-ER-A19D-06A-11D-A191-01	13	26079627	26080503	3	-0.7402
TCGA-ER-A19D-06A-11D-A191-01	13	26080617	103723244	46242	0.1888
TCGA-ER-A19D-06A-11D-A191-01	13	103723257	103723722	2	-1.1041
TCGA-ER-A19D-06A-11D-A191-01	13	103724157	114987458	7087	0.1851
TCGA-ER-A19D-06A-11D-A191-01	14	20501368	105988038	49426	0.0353
TCGA-ER-A19D-06A-11D-A191-01	15	23687685	71659424	27290	0.0554
TCGA-ER-A19D-06A-11D-A191-01	15	71672229	71672845	3	-1.2043
TCGA-ER-A19D-06A-11D-A191-01	15	71673185	101884307	17218	0.1593
TCGA-ER-A19D-06A-11D-A191-01	16	653459	58922890	21996	0.3795
TCGA-ER-A19D-06A-11D-A191-01	16	58923067	58923862	2	-0.9519
TCGA-ER-A19D-06A-11D-A191-01	16	58927958	62963225	2515	0.4034
TCGA-ER-A19D-06A-11D-A191-01	16	62969902	63052798	54	0.0671
TCGA-ER-A19D-06A-11D-A191-01	16	63053192	89379936	16223	0.4
TCGA-ER-A19D-06A-11D-A191-01	17	987221	80917016	36978	0.046
TCGA-ER-A19D-06A-11D-A191-01	18	329586	46532499	25268	0.0597
TCGA-ER-A19D-06A-11D-A191-01	18	46539519	46539956	2	-1.5125
TCGA-ER-A19D-06A-11D-A191-01	18	46546221	77109240	17375	0.0603
TCGA-ER-A19D-06A-11D-A191-01	19	284018	58878226	23942	0.0228
TCGA-ER-A19D-06A-11D-A191-01	20	455764	62219837	37275	0.0495
TCGA-ER-A19D-06A-11D-A191-01	21	15347621	25293109	5911	0.3948
TCGA-ER-A19D-06A-11D-A191-01	21	25296170	25299758	5	-0.3895
TCGA-ER-A19D-06A-11D-A191-01	21	25300010	47678774	14663	0.3899
TCGA-ER-A19D-06A-11D-A191-01	22	17423930	49331012	16905	-0.4169
TCGA-ER-A19D-06A-11D-A191-01	23	3157107	52124050	21849	-0.0017
TCGA-ER-A19D-06A-11D-A191-01	23	52168729	52341531	3	1.2228
TCGA-ER-A19D-06A-11D-A191-01	23	52394867	154905589	41933	0.0028
TCGA-ER-A19N-06A-11D-A191-01	1	3218610	247813706	128975	-0.0596
TCGA-ER-A19N-06A-11D-A191-01	2	484222	242476062	131208	0.1484
TCGA-ER-A19N-06A-11D-A191-01	3	2212571	61595751	33807	-0.0491
TCGA-ER-A19N-06A-11D-A191-01	3	61695558	61718585	16	-0.9644
TCGA-ER-A19N-06A-11D-A191-01	3	61724182	197538677	72439	-0.0518
TCGA-ER-A19N-06A-11D-A191-01	4	1053934	188763651	102653	-0.0638
TCGA-ER-A19N-06A-11D-A191-01	5	914233	102654614	53755	0.1299
TCGA-ER-A19N-06A-11D-A191-01	5	102663063	102704346	27	-0.3532
TCGA-ER-A19N-06A-11D-A191-01	5	102706504	118843838	9642	0.1268
TCGA-ER-A19N-06A-11D-A191-01	5	118844280	118844563	3	-0.9812
TCGA-ER-A19N-06A-11D-A191-01	5	118850675	134743393	9107	0.13
TCGA-ER-A19N-06A-11D-A191-01	5	134748018	134748425	2	-1.249
TCGA-ER-A19N-06A-11D-A191-01	5	134749015	180360469	27898	-0.0338
TCGA-ER-A19N-06A-11D-A191-01	6	1014281	55500852	32974	0.5292
TCGA-ER-A19N-06A-11D-A191-01	6	55506179	55921964	240	0.1529
TCGA-ER-A19N-06A-11D-A191-01	6	55923169	55940587	14	-0.394
TCGA-ER-A19N-06A-11D-A191-01	6	55944401	64551948	1703	0.1592
TCGA-ER-A19N-06A-11D-A191-01	6	64555463	64948562	202	0.5313
TCGA-ER-A19N-06A-11D-A191-01	6	64983102	70535032	3119	0.1528
TCGA-ER-A19N-06A-11D-A191-01	6	70535256	156102587	50193	-0.3515
TCGA-ER-A19N-06A-11D-A191-01	6	156103246	156103925	2	-2.1269
TCGA-ER-A19N-06A-11D-A191-01	6	156104364	170903919	7900	-0.3576
TCGA-ER-A19N-06A-11D-A191-01	7	705284	158385118	81241	-0.0665
TCGA-ER-A19N-06A-11D-A191-01	8	617667	116926700	63538	0.1942
TCGA-ER-A19N-06A-11D-A191-01	8	116930882	116930921	2	1.6541
TCGA-ER-A19N-06A-11D-A191-01	8	116931157	145232496	17956	0.3611
TCGA-ER-A19N-06A-11D-A191-01	9	789932	4578661	2686	-0.7288
TCGA-ER-A19N-06A-11D-A191-01	9	4580444	4894234	272	-0.3987
TCGA-ER-A19N-06A-11D-A191-01	9	4953916	5420526	287	-0.6284
TCGA-ER-A19N-06A-11D-A191-01	9	5421312	5625673	43	-0.3502
TCGA-ER-A19N-06A-11D-A191-01	9	5631068	5677627	19	-0.1367
TCGA-ER-A19N-06A-11D-A191-01	9	5701896	5722792	16	-0.388
TCGA-ER-A19N-06A-11D-A191-01	9	5728918	15164111	4806	-0.7159
TCGA-ER-A19N-06A-11D-A191-01	9	15164720	15242896	78	-0.3889
TCGA-ER-A19N-06A-11D-A191-01	9	15247714	15248194	4	-1.1115
TCGA-ER-A19N-06A-11D-A191-01	9	15250107	15555458	248	-0.3049
TCGA-ER-A19N-06A-11D-A191-01	9	15556113	15848009	143	-0.0607
TCGA-ER-A19N-06A-11D-A191-01	9	15849101	17929267	1700	0.3017
TCGA-ER-A19N-06A-11D-A191-01	9	17932013	18151987	207	-0.055
TCGA-ER-A19N-06A-11D-A191-01	9	18156177	19218833	981	-0.3375
TCGA-ER-A19N-06A-11D-A191-01	9	19224325	21550592	1722	-0.0035
TCGA-ER-A19N-06A-11D-A191-01	9	21555226	21602707	30	-0.2998
TCGA-ER-A19N-06A-11D-A191-01	9	21605227	22003260	212	-0.6832
TCGA-ER-A19N-06A-11D-A191-01	9	22003686	31779598	5501	-0.3433
TCGA-ER-A19N-06A-11D-A191-01	9	31783558	31809456	10	-0.8739
TCGA-ER-A19N-06A-11D-A191-01	9	31809518	38747688	4293	-0.3397
TCGA-ER-A19N-06A-11D-A191-01	9	71039044	140938752	44631	-0.0593
TCGA-ER-A19N-06A-11D-A191-01	10	415240	135225087	80776	-0.0615
TCGA-ER-A19N-06A-11D-A191-01	11	456120	12999334	7533	0.1518
TCGA-ER-A19N-06A-11D-A191-01	11	13000156	13004338	4	-1.1709
TCGA-ER-A19N-06A-11D-A191-01	11	13005461	25900990	8725	0.1442
TCGA-ER-A19N-06A-11D-A191-01	11	25902427	25903906	2	1.2778
TCGA-ER-A19N-06A-11D-A191-01	11	25904078	110107652	44280	0.1671
TCGA-ER-A19N-06A-11D-A191-01	11	110107748	117926448	5470	-0.3538
TCGA-ER-A19N-06A-11D-A191-01	11	117926735	117932630	3	-1.7457
TCGA-ER-A19N-06A-11D-A191-01	11	117934704	134142530	11151	-0.3527
TCGA-ER-A19N-06A-11D-A191-01	12	889902	133161346	73882	-0.0624
TCGA-ER-A19N-06A-11D-A191-01	13	19450806	88185721	39478	0.1569
TCGA-ER-A19N-06A-11D-A191-01	13	88186561	88200104	14	-0.3608
TCGA-ER-A19N-06A-11D-A191-01	13	88200378	103066821	9507	0.1615
TCGA-ER-A19N-06A-11D-A191-01	13	103072824	103085336	15	0.5623
TCGA-ER-A19N-06A-11D-A191-01	13	103093046	114987458	7588	0.1611
TCGA-ER-A19N-06A-11D-A191-01	14	20501368	105988038	49387	-0.0639
TCGA-ER-A19N-06A-11D-A191-01	15	23687685	101884307	44484	-0.0517
TCGA-ER-A19N-06A-11D-A191-01	16	653459	1004694	64	0.261
TCGA-ER-A19N-06A-11D-A191-01	16	1005360	1005666	2	-1.1894
TCGA-ER-A19N-06A-11D-A191-01	16	1007268	31850299	13812	0.2592
TCGA-ER-A19N-06A-11D-A191-01	16	46507665	85994724	25044	-0.2278
TCGA-ER-A19N-06A-11D-A191-01	16	85996295	85997281	2	-1.9048
TCGA-ER-A19N-06A-11D-A191-01	16	85999992	89379936	1816	-0.236
TCGA-ER-A19N-06A-11D-A191-01	17	987221	49147686	20025	-0.0605
TCGA-ER-A19N-06A-11D-A191-01	17	49153764	58799801	5671	0.4845
TCGA-ER-A19N-06A-11D-A191-01	17	58802859	58803059	2	-0.9685
TCGA-ER-A19N-06A-11D-A191-01	17	58807823	80917016	11265	0.4945
TCGA-ER-A19N-06A-11D-A191-01	18	329586	77109240	42617	-0.0625
TCGA-ER-A19N-06A-11D-A191-01	19	284018	58878226	23925	-0.0634
TCGA-ER-A19N-06A-11D-A191-01	20	455764	62219837	37243	-0.0664
TCGA-ER-A19N-06A-11D-A191-01	21	15347621	47678774	20572	-0.0644
TCGA-ER-A19N-06A-11D-A191-01	22	17423930	30953295	5308	-0.0581
TCGA-ER-A19N-06A-11D-A191-01	22	30953521	30954075	2	-1.4605
TCGA-ER-A19N-06A-11D-A191-01	22	30955878	49331012	11595	-0.0582
TCGA-ER-A19N-06A-11D-A191-01	23	3157107	11721209	2484	-0.0017
TCGA-ER-A19N-06A-11D-A191-01	23	11721459	11722497	2	-3.7532
TCGA-ER-A19N-06A-11D-A191-01	23	11722528	12891960	874	0.0078
TCGA-ER-A19N-06A-11D-A191-01	23	12892648	12897021	8	-1.5299
TCGA-ER-A19N-06A-11D-A191-01	23	12897189	47674487	16684	0.0017
TCGA-ER-A19N-06A-11D-A191-01	23	47674903	47682023	5	-3.6327
TCGA-ER-A19N-06A-11D-A191-01	23	47683824	87244609	13740	0.0098
TCGA-ER-A19N-06A-11D-A191-01	23	87245088	87251139	3	-2.2975
TCGA-ER-A19N-06A-11D-A191-01	23	87251435	107744291	8145	-0.0017
TCGA-ER-A19N-06A-11D-A191-01	23	107744335	107745038	2	-3.0959
TCGA-ER-A19N-06A-11D-A191-01	23	107746431	154905589	21530	0.0067
TCGA-ER-A19W-06A-41D-A238-01	1	3218610	67991110	36566	0.0679
TCGA-ER-A19W-06A-41D-A238-01	1	67992082	67993077	3	-1.0486
TCGA-ER-A19W-06A-41D-A238-01	1	67993782	72075361	2374	0.0928
TCGA-ER-A19W-06A-41D-A238-01	1	72077531	72078549	2	-1.4432
TCGA-ER-A19W-06A-41D-A238-01	1	72078584	189995554	53391	0.0887
TCGA-ER-A19W-06A-41D-A238-01	1	189995658	190055752	41	-0.2684
TCGA-ER-A19W-06A-41D-A238-01	1	190056555	247813706	36438	0.0801
TCGA-ER-A19W-06A-41D-A238-01	2	484222	6788641	3603	0.0812
TCGA-ER-A19W-06A-41D-A238-01	2	6788761	7365555	453	0.3668
TCGA-ER-A19W-06A-41D-A238-01	2	7365613	96660931	46423	0.0928
TCGA-ER-A19W-06A-41D-A238-01	2	96663611	99005601	784	-0.2331
TCGA-ER-A19W-06A-41D-A238-01	2	99007343	101572248	1518	0.0747
TCGA-ER-A19W-06A-41D-A238-01	2	101573250	101622153	41	-0.2781
TCGA-ER-A19W-06A-41D-A238-01	2	101626128	103781387	1292	0.0855
TCGA-ER-A19W-06A-41D-A238-01	2	103784495	111972288	4326	-0.2079
TCGA-ER-A19W-06A-41D-A238-01	2	112396833	123515059	6032	0.0867
TCGA-ER-A19W-06A-41D-A238-01	2	123517881	125022744	875	-0.1928
TCGA-ER-A19W-06A-41D-A238-01	2	126077265	127306608	563	0.0929
TCGA-ER-A19W-06A-41D-A238-01	2	127306834	142813955	8028	-0.2006
TCGA-ER-A19W-06A-41D-A238-01	2	142815895	151132697	4514	0.1125
TCGA-ER-A19W-06A-41D-A238-01	2	151138218	155093638	2502	-0.1915
TCGA-ER-A19W-06A-41D-A238-01	2	155099587	155833377	433	0.1315
TCGA-ER-A19W-06A-41D-A238-01	2	155837981	158029336	1129	-0.1832
TCGA-ER-A19W-06A-41D-A238-01	2	158031289	158371157	180	0.1341
TCGA-ER-A19W-06A-41D-A238-01	2	158377885	180940052	13669	-0.1854
TCGA-ER-A19W-06A-41D-A238-01	2	180940701	180940802	2	-1.6299
TCGA-ER-A19W-06A-41D-A238-01	2	180941486	183704681	1711	-0.1842
TCGA-ER-A19W-06A-41D-A238-01	2	183707391	184384149	308	0.1215
TCGA-ER-A19W-06A-41D-A238-01	2	184388457	185406768	492	-0.1911
TCGA-ER-A19W-06A-41D-A238-01	2	185406934	202040144	7945	0.1095
TCGA-ER-A19W-06A-41D-A238-01	2	202044795	203290013	657	-0.1944
TCGA-ER-A19W-06A-41D-A238-01	2	203314892	209736522	3739	0.1042
TCGA-ER-A19W-06A-41D-A238-01	2	209741275	220566980	6449	-0.2012
TCGA-ER-A19W-06A-41D-A238-01	2	220567392	220567410	2	-2.6909
TCGA-ER-A19W-06A-41D-A238-01	2	220568094	242476062	13306	-0.2139
TCGA-ER-A19W-06A-41D-A238-01	3	2212571	197538677	106165	0.095
TCGA-ER-A19W-06A-41D-A238-01	4	1053934	2385499	454	-0.0393
TCGA-ER-A19W-06A-41D-A238-01	4	2386411	2424242	28	0.4252
TCGA-ER-A19W-06A-41D-A238-01	4	2436697	32815687	19238	-0.0092
TCGA-ER-A19W-06A-41D-A238-01	4	32817970	32821919	2	-1.2476
TCGA-ER-A19W-06A-41D-A238-01	4	32822489	42832983	5940	-0.0064
TCGA-ER-A19W-06A-41D-A238-01	4	42833792	42836398	2	-2.3091
TCGA-ER-A19W-06A-41D-A238-01	4	42837683	188763651	76864	9e-04
TCGA-ER-A19W-06A-41D-A238-01	5	914233	55858101	29418	-0.0082
TCGA-ER-A19W-06A-41D-A238-01	5	55872987	55913552	51	0.2803
TCGA-ER-A19W-06A-41D-A238-01	5	55915617	140465588	45971	-0.0019
TCGA-ER-A19W-06A-41D-A238-01	5	140477669	140479976	7	0.8826
TCGA-ER-A19W-06A-41D-A238-01	5	140485030	180360469	24831	-0.0108
TCGA-ER-A19W-06A-41D-A238-01	6	1014281	25392129	17133	0.3391
TCGA-ER-A19W-06A-41D-A238-01	6	25392518	53520088	14502	0.075
TCGA-ER-A19W-06A-41D-A238-01	6	53522890	53613604	72	0.3587
TCGA-ER-A19W-06A-41D-A238-01	6	53614977	134905567	43212	0.0988
TCGA-ER-A19W-06A-41D-A238-01	6	134906073	155727811	13196	-0.1937
TCGA-ER-A19W-06A-41D-A238-01	6	155730812	155760385	35	-0.5239
TCGA-ER-A19W-06A-41D-A238-01	6	155761246	170903919	8126	-0.2122
TCGA-ER-A19W-06A-41D-A238-01	7	705284	71532679	37159	0.0865
TCGA-ER-A19W-06A-41D-A238-01	7	71629059	71832129	111	-0.2052
TCGA-ER-A19W-06A-41D-A238-01	7	71834782	77482039	1467	0.0571
TCGA-ER-A19W-06A-41D-A238-01	7	77483498	77716621	167	-0.2338
TCGA-ER-A19W-06A-41D-A238-01	7	77717443	77982581	220	-0.578
TCGA-ER-A19W-06A-41D-A238-01	7	77985065	78098262	134	-0.2134
TCGA-ER-A19W-06A-41D-A238-01	7	78132420	80688571	1604	0.1077
TCGA-ER-A19W-06A-41D-A238-01	7	80690781	80950440	189	-0.1909
TCGA-ER-A19W-06A-41D-A238-01	7	80951551	83124428	1274	0.0948
TCGA-ER-A19W-06A-41D-A238-01	7	83124993	83380547	221	-0.2093
TCGA-ER-A19W-06A-41D-A238-01	7	83380756	83436670	54	0.0659
TCGA-ER-A19W-06A-41D-A238-01	7	83438524	94897653	5439	-0.192
TCGA-ER-A19W-06A-41D-A238-01	7	94903140	94904193	4	-1.4359
TCGA-ER-A19W-06A-41D-A238-01	7	94904876	135801322	21515	-0.2028
TCGA-ER-A19W-06A-41D-A238-01	7	135804734	135805119	2	-1.8672
TCGA-ER-A19W-06A-41D-A238-01	7	135805689	158385118	11604	-0.2171
TCGA-ER-A19W-06A-41D-A238-01	8	617667	145232496	81383	0.0907
TCGA-ER-A19W-06A-41D-A238-01	9	789932	9743088	5450	-0.1948
TCGA-ER-A19W-06A-41D-A238-01	9	9744830	10056144	136	-0.5726
TCGA-ER-A19W-06A-41D-A238-01	9	10056363	21057869	7275	-0.1912
TCGA-ER-A19W-06A-41D-A238-01	9	21061291	22334336	831	-0.5523
TCGA-ER-A19W-06A-41D-A238-01	9	22338657	107604507	33512	-0.2017
TCGA-ER-A19W-06A-41D-A238-01	9	107606685	108336148	556	0.0991
TCGA-ER-A19W-06A-41D-A238-01	9	108338214	140938752	20084	-0.2238
TCGA-ER-A19W-06A-41D-A238-01	10	415240	89676108	52101	-0.2081
TCGA-ER-A19W-06A-41D-A238-01	10	89676419	89727990	99	0.1348
TCGA-ER-A19W-06A-41D-A238-01	10	89728012	135225087	28424	-0.2082
TCGA-ER-A19W-06A-41D-A238-01	11	456120	9442388	4749	0.0716
TCGA-ER-A19W-06A-41D-A238-01	11	9444199	9523423	32	0.4874
TCGA-ER-A19W-06A-41D-A238-01	11	9529044	59059179	27364	0.0895
TCGA-ER-A19W-06A-41D-A238-01	11	59059747	67850036	3396	-0.2527
TCGA-ER-A19W-06A-41D-A238-01	11	67854632	68899761	506	1.4403
TCGA-ER-A19W-06A-41D-A238-01	11	68900151	69076277	131	1.8289
TCGA-ER-A19W-06A-41D-A238-01	11	69143284	69195097	35	0.9168
TCGA-ER-A19W-06A-41D-A238-01	11	69198151	69246533	36	1.7721
TCGA-ER-A19W-06A-41D-A238-01	11	69251441	69275865	26	0.8688
TCGA-ER-A19W-06A-41D-A238-01	11	69277078	69288646	7	1.7331
TCGA-ER-A19W-06A-41D-A238-01	11	69292284	69326711	21	0.8671
TCGA-ER-A19W-06A-41D-A238-01	11	69328764	69474526	81	1.7146
TCGA-ER-A19W-06A-41D-A238-01	11	69475862	69483169	6	0.901
TCGA-ER-A19W-06A-41D-A238-01	11	69484581	69603037	70	0.0385
TCGA-ER-A19W-06A-41D-A238-01	11	69606128	69699980	61	0.8827
TCGA-ER-A19W-06A-41D-A238-01	11	69800156	72140538	1236	0.0311
TCGA-ER-A19W-06A-41D-A238-01	11	72144057	72327567	106	-0.2276
TCGA-ER-A19W-06A-41D-A238-01	11	72330211	72607268	122	1.607
TCGA-ER-A19W-06A-41D-A238-01	11	72610508	73346041	330	1.9923
TCGA-ER-A19W-06A-41D-A238-01	11	73346902	74515182	656	1.1453
TCGA-ER-A19W-06A-41D-A238-01	11	74515483	74766742	122	0.8314
TCGA-ER-A19W-06A-41D-A238-01	11	74777113	79335591	2777	0.0733
TCGA-ER-A19W-06A-41D-A238-01	11	79337980	117995389	24123	-0.1948
TCGA-ER-A19W-06A-41D-A238-01	11	117995638	117996119	2	-1.592
TCGA-ER-A19W-06A-41D-A238-01	11	117997570	134142530	11080	-0.2083
TCGA-ER-A19W-06A-41D-A238-01	12	889902	63268315	32774	0.084
TCGA-ER-A19W-06A-41D-A238-01	12	63271255	63273014	2	-1.2659
TCGA-ER-A19W-06A-41D-A238-01	12	63273728	114940859	31487	0.0892
TCGA-ER-A19W-06A-41D-A238-01	12	114941551	115032015	66	0.5037
TCGA-ER-A19W-06A-41D-A238-01	12	115032269	133161346	9474	0.0668
TCGA-ER-A19W-06A-41D-A238-01	13	19450806	105189457	50614	-0.0104
TCGA-ER-A19W-06A-41D-A238-01	13	105192671	105192858	2	-1.5136
TCGA-ER-A19W-06A-41D-A238-01	13	105197713	114987458	5899	-0.0249
TCGA-ER-A19W-06A-41D-A238-01	14	20501368	38235871	9673	0.0979
TCGA-ER-A19W-06A-41D-A238-01	14	38243215	38262762	11	-0.9092
TCGA-ER-A19W-06A-41D-A238-01	14	38263291	50598560	5620	0.0932
TCGA-ER-A19W-06A-41D-A238-01	14	50601896	95792722	28209	-0.209
TCGA-ER-A19W-06A-41D-A238-01	14	95792982	105988038	5807	0.0613
TCGA-ER-A19W-06A-41D-A238-01	15	23687685	31337361	2818	0.0773
TCGA-ER-A19W-06A-41D-A238-01	15	31338361	52684069	12069	-0.2083
TCGA-ER-A19W-06A-41D-A238-01	15	52686370	64567551	8144	0.0777
TCGA-ER-A19W-06A-41D-A238-01	15	64571195	64782828	81	-0.2494
TCGA-ER-A19W-06A-41D-A238-01	15	64783396	101884307	21325	0.0687
TCGA-ER-A19W-06A-41D-A238-01	16	653459	1669653	193	0.0111
TCGA-ER-A19W-06A-41D-A238-01	16	1673741	1890100	96	-0.2956
TCGA-ER-A19W-06A-41D-A238-01	16	1891899	46508460	13578	0.0575
TCGA-ER-A19W-06A-41D-A238-01	16	46509917	89379936	26840	-0.2145
TCGA-ER-A19W-06A-41D-A238-01	17	987221	1656518	208	0.0158
TCGA-ER-A19W-06A-41D-A238-01	17	1657073	1708018	40	0.3041
TCGA-ER-A19W-06A-41D-A238-01	17	1826621	11688992	5550	0.0354
TCGA-ER-A19W-06A-41D-A238-01	17	11689042	11747742	36	-0.3263
TCGA-ER-A19W-06A-41D-A238-01	17	11748218	45393029	12307	-0.0201
TCGA-ER-A19W-06A-41D-A238-01	17	45393665	79256257	18249	0.2396
TCGA-ER-A19W-06A-41D-A238-01	17	79261809	79602820	96	0.4568
TCGA-ER-A19W-06A-41D-A238-01	17	79607477	80917016	437	0.1943
TCGA-ER-A19W-06A-41D-A238-01	18	329586	11445963	6593	0.5751
TCGA-ER-A19W-06A-41D-A238-01	18	11445966	11446201	2	-0.6238
TCGA-ER-A19W-06A-41D-A238-01	18	11446245	18694022	1604	0.4399
TCGA-ER-A19W-06A-41D-A238-01	18	18697629	59247507	25179	-0.1941
TCGA-ER-A19W-06A-41D-A238-01	18	59249255	59250334	2	-1.9542
TCGA-ER-A19W-06A-41D-A238-01	18	59250470	77109240	9167	-0.2044
TCGA-ER-A19W-06A-41D-A238-01	19	284018	5491674	1304	-0.2845
TCGA-ER-A19W-06A-41D-A238-01	19	5493157	5519326	12	-0.9318
TCGA-ER-A19W-06A-41D-A238-01	19	5519444	9797364	1824	-0.2708
TCGA-ER-A19W-06A-41D-A238-01	19	9802808	58878226	20769	0.0278
TCGA-ER-A19W-06A-41D-A238-01	20	455764	14189628	8713	-0.209
TCGA-ER-A19W-06A-41D-A238-01	20	14189779	14615924	203	-0.5486
TCGA-ER-A19W-06A-41D-A238-01	20	14618209	20076938	4234	-0.2158
TCGA-ER-A19W-06A-41D-A238-01	20	20078767	20435478	249	0.1045
TCGA-ER-A19W-06A-41D-A238-01	20	20438743	20589391	87	0.3711
TCGA-ER-A19W-06A-41D-A238-01	20	20590574	26195868	3292	0.0698
TCGA-ER-A19W-06A-41D-A238-01	20	26195886	38032452	4225	0.2933
TCGA-ER-A19W-06A-41D-A238-01	20	38032487	38046568	7	-0.3724
TCGA-ER-A19W-06A-41D-A238-01	20	38046933	62219837	16188	0.3005
